Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88ef1cc0>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88d4acf0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc895db1d0>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88ed0228>.flags=
  0.00   514.50      0.00       96     0.00     0.10  #<BinData::Struct:0x007fbc88ed0228>.flags
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc88ca51d8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88ca51d8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88bf7f88>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88bf7f88>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x0000000352db38>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc890545e0>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x000000035f4f08>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x000000035f4f08>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x000000031868e0>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x000000031868e0>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002ffe220>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x00000002ffe220>.xid
  0.00   514.50      0.00        8     0.00     2.50  #<BinData::Struct:0x000000028eaa60>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x000000028eaa60>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x007fbc88e98b70>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x007fbc8944d098>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8928e1f8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891a0840>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88f7dc48>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000001a4c3a0>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8982ded8>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8982ded8>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8963fb08>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc8963fb08>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc89189730>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc894fbb70>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x000000030f32e8>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc896e4888>.flags
  0.00   514.50      0.00       12     0.00     0.83  #<BinData::Struct:0x007fbc89189730>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8944d098>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8928e1f8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891a0840>.octets=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc88f7dc48>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e98b70>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc896e4888>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88d35ff8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88ed2780>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88f97648>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88c75640>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c909e0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88ce2560>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88ce2560>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x000000030534a0>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88ba4ce8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88bed4e8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88bed4e8>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88bed4e8>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x000000034a8460>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000350d590>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000034d7a30>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x000000035b7c20>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x00000002895c40>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000307f730>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000030572d0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000303a220>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000002fed768>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003213128>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc895c3558>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc895c3558>.flags
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc89276ff8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc89276ff8>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc88d700b8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88d700b8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc898b4f50>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc898b4f50>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc898614b8>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8971e420>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8971e420>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8930d5e8>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8930d5e8>.port
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x007fbc891d01f8>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc891d01f8>.xid
  0.00   514.50      0.00        8     0.00     1.25  #<BinData::Struct:0x007fbc8917ce90>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8917ce90>.match
  0.00   514.50      0.00       79     0.00     0.13  #<BinData::Struct:0x007fbc88bec8b8>.octets
  0.00   514.50      0.00       72     0.00     0.14  #<BinData::Struct:0x007fbc88c92718>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c7caf8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c23188>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88bfd230>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc88ead890>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003326240>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003326240>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003207850>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003207850>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x0000000302e678>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x000000030adcc0>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc892ca2c0>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x000000032608b0>.flags
  0.00   514.50      0.00       12     0.00     0.00  #<BinData::Struct:0x0000000302e678>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c92718>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c7caf8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c23188>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88bfd230>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88bec8b8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000032608b0>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc89505350>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89533390>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc89610c68>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88d8b908>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e37ed8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc89275b58>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc89275b58>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc89895150>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8990a360>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88c42da8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88c42da8>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88c42da8>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc89574de0>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89607f28>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc895cef70>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc89698e88>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc8911fb78>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8921a910>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891ebbd8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891d2610>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89141598>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc8930e588>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x000000030f1218>.flags=
  0.00   514.50      0.00       96     0.00     0.21  #<BinData::Struct:0x000000030f1218>.flags
  0.00   514.50      0.00        3     0.00    10.00  #<BinData::Struct:0x000000030067e0>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x000000030067e0>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x000000029ab0f8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x000000029ab0f8>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x000000026ee478>.octets=
  0.00   514.50      0.00       27     0.00     0.74  #<BinData::Struct:0x000000026ee478>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000032bd650>.wildcards
  0.00   514.50      0.00        3     0.00    13.33  #<BinData::Struct:0x007fbc89350370>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc89350370>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8937edb0>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8937edb0>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc896a0f98>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc896a0f98>.xid
  0.00   514.50      0.00        8     0.00     2.50  #<BinData::Struct:0x007fbc88dcdd80>.match=
